New Zealand,028032,7010,028032,CHEAPSKATES - NELSON,CHRIS KIRBY - MOBILE,126 TRAFALGAR STREET,,NELSON,,7010,NEW ZEALAND,03 546 7532,chris@cheapskatesnz.co.nz,03 546 7539,
New Zealand,028036,7700,028036,CHICAGO JOES,,THE ARCADE,TANCRED STREET,ASHBURTON,,7700,NEW ZEALAND,,,,
New Zealand,028037,,028037,Attitude Shoes,,681 Colombo St,.,Christchurch,.,,New Zealand,,,,
New Zealand,028038,5510,028038,CLARKS,,216 OXFORD STREET,,LEVIN, ,5510,NEW ZEALAND,,,,
New Zealand,028039,7220,028039,KAIKOURA SURF **NEW OWNERS**,,4 BEACH RD,,WAIKAWA,PICTON,7220,NEW ZEALAND,,,,
New Zealand,028040,8011,028040,Street Legal Shoes Ltd,,Shop 9,Westfield Shopping Centre,Riccarton ,Christhchurch,8011,NEW ZEALAND,,,,
New Zealand,028041,1061,028041,Hyper Ride,,737 Great South Rd,Penrose,Auckland,.,1061,NEW ZEALAND,,,,
New Zealand,028042,8011,028042,Street Legal Shoes Ltd (Northlands),,Shop 17 ,Northlands Shopping Centre,Main North Rd,Christhchurch,8011,New Zealand,,,,
New Zealand,028044,4610,028044,Oxygen (Del Free & Easy),,131-133 HIGH STREET,,HAWERA, ,4610,NEW ZEALAND,,,,
New Zealand,028053,6011,028053,Fusion Clothing Co,,GROUND FLOOR,"UNIT 1, 14 COLLEGE STREET",TE ARO,WELLINGTON,6011,NEW ZEALAND,,,04 801 8310 (store),
New Zealand,028054,3110,028054,GARDEN,CHRIS,80A DEVONPORT ROAD ,,TAURANGA, ,3110,NEW ZEALAND,07 578 2323,mc-od@clear.net.nz,07 578 8821,
New Zealand,028059,.,028059,H & J Smith (Up Roar),,66-74Tay Street,Invercargill,.,.,.,NEW ZEALAND,,,,
New Zealand,028061,5254,028061,Havoc Streetwear,,SHOP 33,COASTLANDS MALL,PARAPARAUMU,WELLINGTON,5254,NEW ZEALAND,,,,
New Zealand,028065,9016,028065,Hydro Surf Ltd,DENISE,410 GEORGE STREET,NORTH DUNEDIN,DUNEDIN, ,9016,NEW ZEALAND,,officehydro@hydrosurf.co.nz,03 477 3859,
New Zealand,028067, ,028067,INFERNO,ANTHEA,SHOP 30,THE STRAND,WHANGAREI, , ,NEW ZEALAND,09 438 8648,infernowhangarei@xtra.co.nz,09 438 8648,
New Zealand,028068,7010,028068,Urban Beach,Dave Waine,194 TRAFALGAR STREET,,NELSON, ,7010,NEW ZEALAND,03 546 6858,urbanbeach@xtra.co.nz,35466858,
New Zealand,028069,2120,028069,Jeanery 90,,90 KING STREET,,PUKEKOHE,AUCKLAND,2120,NEW ZEALAND,,,,
New Zealand,028070,0631,028070,Justin Jeans,Jeff,77 CLYDE ROAD,BROWNS BAY,NORTH SHORE CITY,AUCKLAND,0631,NEW ZEALAND,09 479 4588,,,
New Zealand,028074,5018,028074,ANGUS WHEELER,DAVE WHEELER,110 MAIN STREET,,UPPER HUTT, ,5018,NEW ZEALAND,,,04 528 2254,
New Zealand,028076,7910,028076,Miss Timaru,Tony Preen,204 STAFFORD STREET,,TIMARU, ,7910,NEW ZEALAND,03 684 4204,misstimaru@xtra.co.nz,03 684 4204,
New Zealand,028085,1081,028085,OUT-THERE SURF/SKATE,REBECCA TOMCZYK,21 BELGIUM STREET,OSTEND,WAIHEKE ISLAND,AUCKLAND,1081,NEW ZEALAND,09 372 6528,out_there@orcon.net.nz,09 372 6528,
New Zealand,028086,1023,028086,Paris Texas,Emily,NTH PARK APPAREL,11-15 RAILWAY STREET,NEWMARKET,AUCKLAND,1023,NEW ZEALAND,09 522 3657,ehe@ParisTexas.co.nz,09 522 3659,
New Zealand,028088,3434,028088,Point Break,Stephanie,62A VICTORIA STREET,,CAMBRIDGE, ,3434,NEW ZEALAND,07 823 1306,steph@pointbreak.co.nz,07 823 1307,
New Zealand,028091,8011,028091,Street Legal Shoes ( Dunedin),,257 George St,Dunedin,.,.,8011,NEW ZEALAND,,,,
New Zealand,028092,3225,028092,Raglan Surf,Craig a/c's,3 WAINUI ROAD,,RAGLAN, NEW ZEALAND,3225,NEW ZEALAND,07 825 8988,,07 825 8988,
New Zealand,028094,0110,028094,Rebel Surf,,C/O CINEMA COMPLEX,JAMES STREET,WHANGAREI, ,0110,NEW ZEALAND,,,,
New Zealand,028096,1023,028096,Route 66 - Newmarket,,180 BROADWAY,NEWMARKET,AUCKLAND,,1023,NEW ZEALAND,,,,
New Zealand,028098,3120,028098,SALT AIR & SURF CO,Mark,190 THE STRAND,,WHAKATANE, ,3120,NEW ZEALAND,07 308 8807,saltair@orcon.net.nz,07 308 8807,
New Zealand,028100,4310,028100,Seasons - New Plymouth,,CNR GOVER & LEACH STS,,NEW PLYMOUTH, ,4310,NEW ZEALAND,,,,
New Zealand,028101,7810,028101,HOKITIKA CYCLES AND SPORTSWORLD,NELSON BRADLEY,33 TANCRED ST,, HOKITIKA, ,7810,NEW ZEALAND,037558662,,037557431,
New Zealand,028123,5810,028123,The Vault,,209 QUEEN STREET,,MASTERTON, ,5810,NEW ZEALAND,,,,
New Zealand,028129,3010,028129,VEGAS SURF,,1301 TUTANEKAI STREET,,ROTORUA, ,3010,NEW ZEALAND,,,,
New Zealand,028139,3010,028139,Xploit Street and Surf,,1201 ERUERA STREET,,ROTORUA, ,3010,NEW ZEALAND,,,,
New Zealand,028144,1025,028144,CASH SALE ACCOUNT,,GLOBE INTERNATIONAL NZ,13 MORNINGSIDE DRIVE,ST LUKES,AUCKLAND,1025,NEW ZEALAND,09 815 0529,,,
New Zealand,028150,6011,028150,Cheapskates - Wellington,,60 CUBA STREET,,TE ARO,WELLINGTON,6011,NEW ZEALAND,,,,
New Zealand,028154,0931,028154,Underground Skate Shop,EMAIL SUE - NOTES,9 BAKEHOUSE LANE,,OREWA,AUCKLAND,0931,NEW ZEALAND,09 427 9552,sl.peat@clear.net.nz,09 427 9553,
New Zealand,028174,9016,028174,CHEAPSKATES - DUNEDIN,JACINTA - EMAIL,350 GEORGE STREET,,DUNEDIN, ,9016,NEW ZEALAND,03 477 0567,admin@cheapskates.co.nz,03 477 0566,
New Zealand,028176, ,028176,CHEAPSKATES - PALMS,JACINTA - EMAIL,PALMS SHOPPING CENTRE,MARSHLANDS ROAD,CHRISTCHURCH, , ,NEW ZEALAND,,admin@cheapskates.co.nz,03 366 2156,
New Zealand,028177,9305,028177,CHEAPSKATES - WANAKA,JACINTA - EMAIL,SPENCER HOUSE,DUNMORE STREET,WANAKA, ,9305,NEW ZEALAND,,admin@cheapskates.co.nz,,
New Zealand,028178,4410,028178,OCEAN & ICE - PALMERSTON NORTH,ELIZABETH,72 BROADWAY AVE,,PALMERSTON NORTH, ,4410,NEW ZEALAND,06 355 1122,elizabeth@oceanice.co.nz,06 357 8761,
New Zealand,028182,4702,028182,DJ Sportspower,,56 FERGUSSON STREET,,FEILDING, ,4702,NEW ZEALAND,,,,
New Zealand,028185,7910,028185,Camerons Clothing Ltd T/A Flapdoodles,,176-178 STAFFORD STREET,,TIMARU, ,7910,NEW ZEALAND,,,,
New Zealand,028189,8011,028189,Embassy,,176 HIGH ST ,,CHRISTCHURCH, ,8011,NEW ZEALAND,,,,
New Zealand,028196,4010,028196,King Pin,JILL,103 GLADSTONE ROAD,,GISBORNE, ,4010,NEW ZEALAND,06 867 8900,kingpingis@xtra.co.nz,06 867 8900,
New Zealand,028197,9016,028197,BOARDBASE,PAUL HARRISON,343 GEORGE STREET ,,,DUNEDIN,9016,NEW ZEALAND,03 477 7426,pnharrison@ihug.co.nz,03 477 7428,
New Zealand,028211,,028211,SHOE BIZZ,AMRAT LAL,149 GREAT SOUTH RD,,PAPAKURA,AUCKLAND,,NZ,09 296 0460,shoebizz@hotmail.com,09 296 0460,
New Zealand,028219,3800,028219,COAST BOARD RIDING,CRAIG INGHAM,255 ALEXANDRA STREET,,TE AWAMUTU, ,3800,NEW ZEALAND,07 870 4467,coastboardriding@xtra.co.nz,07 873 1886,
New Zealand,028232, ,028232,Pant's Ltd - Northlands,,SHOP 57,NORTHLANDS SHOPPING CENTRE,NORTHLANDS,CHRISTCHURCH, ,NEW ZEALAND,,,,
New Zealand,028241, ,028241,CHEAPSKATES MANAKAU,MARK FINLAY,SHOP 45,WESTFIELD MALL,MANUKAU CITY, , ,NEW ZEALAND,,,,
New Zealand,028277,3500,028277,Black Jack Surf - Whitianga,Phillipa,35 ALBERT STREET,,WHITIANGA,THAMES,3500,NEW ZEALAND,07 866 5800,blackjacksurf@paradise.net.nz,07 866 5057,
New Zealand,028286,1142,028286,Red Bull,Gavin Pook,PO BOX 91135,VICTORIA STREET WEST,AUCKLAND, ,1142,NEW ZEALAND,,,,
New Zealand,028296,4601,028296,Velocity Skateboard Shop,Mark,577 DEVON STREET EAST,,FITZROY,NEW PLYMOUTH,4601,NEW ZEALAND,,velocitysk8@xtra.co.nz,06 769 9967,
New Zealand,028306,3546,028306,THE OUTBACK SURF SHOP,,SHOP 13,PAUANUI SHOPPING VILLAGE,PAUANUI BEACH, ,3546,NEW ZEALAND,,,,
New Zealand,028323,.,028323,AMAZON DRESS MART (WIPEOUT),,GALLWAY STREET,OTAHUHU,AUCKLAND,AUCKLAND,.,NEW ZEALAND,09 634 0021,christine@amazonsurf.co.nz,09 634 6545,
New Zealand,028350,1060,028350,AMAZON - SYLVIA PARK,,S038 ,MT WELLINGTON HWY,MT WELLINGTON,AUCKLAND,1060,NEW ZEALAND,09 573 5848,christine@amazonsurf.co.nz,09 573 5849,
New Zealand,028351,7120,028351,WHITWELLS MENSWEAR ,COLLEEN,182 HIGH ST,,MOTUEKA, ,7120,NEW ZEALAND,,,03 5822 310,
New Zealand,028352,3620,028352,D BAR ,,601 PORT RD,,WHANGAMATA, ,3620,NEW ZEALAND,,d.bar@extra.co.nz,,
New Zealand,028353,3620,028353,ROAR STREET AND SKATE,DARYL 07 8658005,SHOP 3 & 4 ,603 PORT RD,WHANGAMATA, ,3620,NEW ZEALAND,07 865 8005,d.ghunter@xtra.co.nz,07 865 8005,
New Zealand,028354,5810,028354,SPORTS ARENA ,DAVE - Email,207 QUEEN ST,,MASTERTON, ,5810,NEW ZEALAND,06 377 2518,,06 377 2497,
New Zealand,028356,,028356,D BAR ,,67 SEDDON STREET,,WAIHI, ,,NEW ZEALAND,,d.bar@extra.co.nz,,
New Zealand,028360,3119,028360,DON BAYLISS CLOTHING CO 2006 LTD,ANNE,70 JELLICOE STREET,,TE PUKE, ,3119,NEW ZEALAND,07 573 8300,donbaylissclothing@yahoo.co.nz,,
New Zealand,028369,4312,028369,AMAZON - NEW PLYMOUTH,BROOKE,SHOP 61 CENTRE CITY S/C,11 GILL STREET,NEW PLYMOUTH, ,4312,NEW ZEALAND,06 759 1785,christine@amazonsurf.co.nz,06 759 1784,
New Zealand,028411,,028411,AMAZON PAKURANGA,,SHOP 401,WESTFIELD SHOPPING CENTRE,PAKURANGA,AUCKLAND,,NEW ZEALAND,,christine@amazonsurf.co.nz,,
New Zealand,028435, ,028435,NORTH BEACH - WESTGATE,,"SHOP 7, 7-9 WESTGATE DR",,WESTGATE,AUCKLAND, ,NEW ZEALAND,,,,
New Zealand,028450,8011,028450,REBEL SPORT (CHRISTCHURCH),,CNR COLOMBO STREET &,MOORHOUSE STREET,CHRISTCHURCH,,8011,,,,,
New Zealand,028451,0612,028451,REBEL SPORT (HENDERSON),,WAITAKERE PLAZA COMPLEX,VITASOVICH AVE,HENDERSON,,0612,,,,,
New Zealand,028452,0632,028452,REBEL SPORT  (ALBANY),,ALABANY MEGA CENTA,DON McKINNON DRIVE,ALBANY ,,0632,,,,,
New Zealand,028453,4410,028453,REBEL SPORT (PALMERSTON NORTH),,549 MAIN STREET,,PALMERSTON NORTH,,4410,,,,,
New Zealand,028454,9016,028454,REBEL SPORT (DUNEDIN),,185 CRAWFORD STREET,,DUNEDIN,,9016,,,,,
New Zealand,028455,2016,028455,REBEL SPORT (DUNEDIN),,BOTANY TOWN CENTRE,"UNIT A02, CHAPEL ROAD",BOTANY ,,2016,,,,,
New Zealand,028456,3118,028456,AMAZON - PAPAMOA,,SHOP 20 FASHION ISLAND,42 GRAVATT RAOD,PAPAMOA, ,3118,NEW ZEALAND,,,,
New Zealand,028457,1060,028457,REBEL SPORT  (PANMURE),,,54 MT WELLINGTON HIGHWAY,PANMURE,,1060,,,,,
New Zealand,028458,2140,028458,REBEL SPORT (MANUKAU),,MANUKAU SUPA CENTA,CNR CAVENDISH & LAMBIE DRIVES,MANUKAU,,2140,,,,,
New Zealand,028459,6011,028459,REBEL SPORT (WELLINGTON),,JAMES SMITH CORNER,Cnr CUBA & MANNERS STREETS,WELLINGTON,,6011,,,,,
New Zealand,028460,1010,028460,REBEL SPORT (DUNEDIN),,THE ATRIUM,11 ELLIOTT STREET,AUCKLAND CITY,,1010,,,,,
New Zealand,028461,1010,028461,REBEL SPORT(INVERCARGILL),,92 YARROW STREET,,INVERCARGILL,,1010,,,,,
New Zealand,028462,0112,028462,REBEL SPORT(INVERCARGILL),,322 HERETAUNGA ST EAST,,HASTINGS,,0112,,,,,
New Zealand,028463,0110,028463,REBEL SPORT(INVERCARGILL),,OKARA SHOPPING CENTRE,,PORT ROAD,,0110,,,,,
New Zealand,028464,3010,028464,REBEL SPORT(INVERCARGILL),,15 VICTORIA STREET,,ROTORUA,,3010,,,,,
New Zealand,028465,5010,028465,REBEL SPORT(INVERCARGILL),,31-33 QUEENS DRIVE,,LOWER HUTT,,5010,,,,,
New Zealand,028466,7010,028466,REBEL SPORT(INVERCARGILL),,73 RUTHERFORD STREET,,NELSON,,7010,,,,,
New Zealand,028467,3110,028467,REBEL SPORT(INVERCARGILL),,63-65 CAHPEL STREET,,TAURANGA ,,3110,,,,,
New Zealand,028468,5022,028468,REBEL SPORT(INVERCARGILL),,4 SEMPLE STREET,MEGA CENTRE,PORIRUA,,5022,,,,,
New Zealand,028469,8041,028469,REBEL SPORT(RICCARTON),,"SHOP 129, WESTFIELD RICCARTON",133 RICCARTON ROAD,CHRISTCHURCH,,8041,,,,,
New Zealand,028470,3200,028470,REBEL SPORT(RICCARTON),,"SHOP 108, 1 PACIFIC CRESCENT","THE BASE, TE RAPA",HAMILTON,,3200,,,,,
New Zealand,028471,4312,028471,REBEL SPORT(RICCARTON),,"UNIT 5, THE VALLEY MEGA CENTRE",2-20 RIFLE RANGE ROAD,NEW PLYMOUTH,,4312,,,,,
New Zealand,028472,0627,028472,REBEL SPORT(WAIRAU PARK),,1 LINK DRIVE,WAIRAU PARK,"NORTH SHORE, AUCKLAND",,0627,,,,,
New Zealand,028473,4010,028473,REBEL SPORT (GISBORNE),,75 PEEL STREET,,GISBORNE,,4010,,,,,
New Zealand,028474,3330,028474,REBEL SPORT  (TAUPO),,21-27 GASCOIGNE STREET,,TAUPO,,3330,,,,,
New Zealand,028475,4500,028475,REBEL SPORT  (WANGANUI),,73-85 RIDGEWAY STREET,,WANGANUI,,4500,,,,,
New Zealand,028476,3204,028476,REBEL SPORT (HAMILTON),,"SHOP W1, DOWNTOWN PLAZA",CNR WARD ST & WORLEY PLACE,HAMILTON ,,3204,,,,,
New Zealand,028477,4110,028477,REBEL SPORT (HAMILTON),,246 HASTINGS ST,,NAPIER ,,4110,,,,,
New Zealand,028479,3120,028479,REBEL SPORT (WHAKATANE),,"UNIT 9, THE HUB",9 PHOENIX DRIVE,WHAKATANE ,,3120,,,,,
New Zealand,028501,9230,028501,ROOTS THE BEGINNING,,68A CLYDE STREET,,BALCLUTHA, ,9230,NEW ZEALAND,,,,
New Zealand,028504,,028504,QUEST - LITTLE VEGAS,,226 HIGH STREET,,CHRISTCHURCH,.,,,,,,
New Zealand,028542,3119,028542,EVOLVE SURF & SKATE CO LTD,SAM MALCOLM,37 JELLICOE ST,,TE PUKE, ,3119,NEW ZEALAND,,evolvesurf@xtra.co.nz,07 573 6009,
New Zealand,028549,,028549,URBAN SURF LIMITED,GERALDING - EMAIL,25D MARRINER STREET,SUMNER,CHRISTCHURCH,NEW ZEALAND,,,03 326 6023,urbansurf@xtra.co.nz,03 326 6528,
New Zealand,028576, 7020,028576,"THE UNDERGROUND SURF, STREET & DENIM",TIM,"SHOP 51, RICHMOND MALL",,RICHMOND,NELSON, 7020,NEW ZEALAND,03-544-2565,theunderground@ihug.co.nz,03-544-6949,
New Zealand,028577, ,028577,Morrisseys,,LEITH PLACE,,TOKOROA, , ,NEW ZEALAND,,,,
New Zealand,028584, ,028584,QUEST QUEENSTOWN LTD,,27 SHOTOVER STREET,,QUEENSTOWN, , ,NEW ZEALAND,,,,
New Zealand,028585,3910,028585,TSUNAMI CURL LTD,,115 RORA STREET,,TE KUITI, ,3910,NEW ZEALAND,,,,
New Zealand,028589,,028589,The Boardhouse 1998 Ltd,,68 Ardmore Street,Wanaka,.,.,,NEW ZEALAND,,,,
New Zealand,028593, 4310,028593,Cactus Jacks,,74 DEVON STREET WEST,,NEW PLYMOUTH, , 4310,NEW ZEALAND,,,,
New Zealand,028596, ,028596,STRUTT - TOKOROA,,223 LEITH PLACE,,TOKOROA, , ,NEW ZEALAND,,,,
New Zealand,028598,5010,028598,EMPIRE SKATE & STREET,,92 QUEENS DRIVE,,LOWER HUTT, ,5010,NEW ZEALAND,04 576 9442,,04 576 9443,
New Zealand,028599,9400,028599,SOUL SURF & SKATE - OAMARU,,133 THAMES STREET,,OAMARU, ,9400,NEW ZEALAND,,,,
New Zealand,028607,.,028607,Cheapskates - Shirley,,243 High Street,.,SHIRLEY,CHRISTCHURCH,.,NEW ZEALAND,,,,
New Zealand,028609,9300,028609,ROCKIES ,SHIRLEY AND NGAIRE,49 BEACH STREET,,QUEENSTOWN, ,9300,NEW ZEALAND,03-442-8153,sales@rookies.co.nz,03-442-8156,
New Zealand,028612, ,028612,SEQUENCE SURF SHOP,SONIA KEEPA,279 GLADSTONE RD,,GISBORNE, , ,NEW ZEALAND,06-868-9591,sonia@sequence.co.nz,06-868-9364,
New Zealand,028613,0505,028613,WAX'D MANGAWHAI HEADS SURF SHOP,DEBBIE WINTLE,SHOP 9,7 WOOD STREET,MANGAWHAI HEADS,,0505,NEW ZEALAND,09 431 4747 - debbie acc's,,09 431 4747,
New Zealand,028618,3620,028618,Saltwater,Pete Mitchell,505 PORT ROAD,,WHANGAMATA, ,3620,NEW ZEALAND,07-865-8666,,,
New Zealand,028628, ,028628,STRUTT - MATAMATA,,57 ARAWA ST,,MATAMATA, , ,NEW ZEALAND,,,,
New Zealand,028629, ,028629,HYDRO SURF,DENISE,SHOP 2,165 GEORGE STREET,DUNEDIN, , ,NEW ZEALAND,03 477 0438,office@hydrosurf.co.nz,03 477 3859,
New Zealand,028630,3434,028630,Rumor - Cambridge,Shantell & Dave,45 DUKE STREET,,CAMBRIDGE, ,3434,NEW ZEALAND,07 823 9393,,07 823 9392,
New Zealand,028645,.,028645,Black Jack Surf - Thames,,Shop 32,Goldfields Mall,,THAMES,.,NEW ZEALAND,07 868 6038,blackjacksurf@paradise.net.nz,,
New Zealand,028647,7300,028647,MODE - KAIKOURA,WAYNE - ACC'S,60 WEST END,,,KAIKOURA,7300,NEW ZEALAND,03 319 6902,,03 319 6902,
New Zealand,028649,5018,028649,MAYHEM,MICHELLE & CLAIRE,MAYHEM 2005 LTD,132 MAIN STREET,UPPER HUTT,WELLINGTON,5018,NEW ZEALAND,04 527 0932,mayhemclothing@xtra.co.nz,04 527 0972,
New Zealand,028650,3400,028650,BACKDOOR SURF SHOP - MATAMATA,,BACKDOOR SURF SHOP LTD,40 ARAWA STREET,MATAMATA, ,3400,NEW ZEALAND,07 888 5420,,,
New Zealand,028652,.,028652,Cheapskates - Whangarei ,Durwin&Anthea Eagle,Danthea Holdings Ltd,12 Cameron Street,WHANGAREI,.,.,NEW ZEALAND,09 430 6405,chpsk8@xtra.co.nz,09 430 6405,
New Zealand,028655,3116,028655,North Beach - Mt Maunganui,,105 MAUNGANUI RD,,MOUNT MAUNGANUI, ,3116,NEW ZEALAND,,,,
New Zealand,028658, ,028658,SERIOUS FUN,DEREK ENRIGHT,1207 TUTANEKAI ST,,ROTORUA, , ,NEW ZEALAND,07 348 7460,seriousfunrotorua@yahoo.co.nz,07 348 7465,
New Zealand,028663,3330,028663,Addiction Surf & Skate Ltd,Kelvin Clark,19 HEUHEU STREET,,TAUPO, ,3330,New Zealand,,,,
New Zealand,028665N,9320,028665N,NU DAX ALEXANDRA,,2 LIMERICK STREET,,ALEXANDRA, ,9320,NEW ZEALAND,,,,
New Zealand,028671,,028671,Rebel Sports,,36 Taylors Road,Morningside,Auckland,.,,New Zealand,,,,
New Zealand,028673,1023,028673,ALTA NEWMARKET LTD,,53 NUFFIELD STREET,,NEWMARKET,AUCKLAND,1023,NEW ZEALAND,,,,
New Zealand,028675,9300,028675,AMAZON - QUEENSTOWN,,TENANCY 2,19-25 BALLARAT STREET,QUEENSTOWN, ,9300,NEW ZEALAND,03 409 0019,,03 409 0023,
New Zealand,028676, 0230,028676,HIGH VOLTAGE LTD,DEBBIE,HIGH VOLTAGE,80 KERIKERI RD,KERIKERI, , 0230,NEW ZEALAND,09 407 7140,highvoltagesurf@gmail.com,09 407 7140,
New Zealand,028677, ,028677,BOARDERTOWN LTD,,SHOP 4,FOUNTAIN LANE SOUTH,BOTANY TOWN CENTRE,AUCKLAND, ,NEW ZEALAND,,,,
New Zealand,028678,7825,028678,FOOTLITE & SOLE - WESTPORT,,184 PALMERSTON NORTH STREET,,WESTPORT, ,7825,NEW ZEALAND,,,,
New Zealand,028679,.,028679,North Beach - Hamilton,,The Base,Cnr Avalon Dr & Te Rapa Rd,Te Rapa,Hamilton,.,New Zealand,,,,
New Zealand,028682,8011,028682,R & R SPORT - CHRISTCHURCH,PAUL WOLT,54 LICHFIELD ST,,CHRISTCHURCH, ,8011,NEW ZEALAND,,,,
New Zealand,028685,4010,028685,LOTUS,BLAIR STEWART,136B GLADSTONE RD,,GISBORNE, ,4010,NEW ZEALAND,,,,
New Zealand,028688,2110,028688,TRIPLE SSS LTD,RACHEL YORK,23 BROADWAY,,PAPAKURA,AUCKLAND,2110,NEW ZEALAND,09 298 4912,,09 298 4913,
New Zealand,028690,3112,028690,NORTH BEACH - FRASER COVE,,FRASER COVE SHOPPING CENTRE,229 - 243 FRASER STREET,TAURANGA, ,3112,NEW ZEALAND,,,07 571 0242,
New Zealand,028691,0110,028691,MEGA SURF,,12 OKARA DRIVE,OKARA SHOPPING CENTRE,WHANGAREI, ,0110,NEW ZEALAND,,,,
New Zealand,028693,9016,028693,QUEST DUNEDIN ( NEW OWNERS),KYLIE STRAIN,319 GEORGE ST,DUNEDIN,DUNEDIN,,9016,NEW ZEALAND,03 4092 222 A/C'S,admin@queststore.co.nz,03 474 5909,
New Zealand,028696,1052,028696,AMAZON - NAPIER,,125 Emerson St,Napier,,,1052,NEW ZEALAND,,,,
New Zealand,028702,7700,028702,Undercurrent Boardstore Limited,,74 Tancred St,,Ashburton,.,7700,New Zealand,,,,
New Zealand,028704,,028704,WHANGAMATA SURF,,634 Port Road,.,Whangamata,.,,New Zeland,07 865 8252,,,
New Zealand,028724,5001,028724,Cheapskates - Wanganui,Karen Howard &028150,139 VICTORIA AVENUE,,WANGANUI, ,5001,NEW ZEALAND,06 348 4504,karenhoward@xtra.co.nz,06 348 504,
New Zealand,028753,,028753,CAMERONS CLOTHING,LINDA BOLTON &028185,65 QUEEN ST,WAIMATE,,TIMARU PO BOX 19,,NEW ZEALAND,,office@camerons.co.nz,03 6889 166,
New Zealand,028754,0110,028754,CHEAPSKATES WHANGAREI ( NEW OWNERS),DIANA GEORGE,12 CAMERON ST,,WHANGAREI, ,0110,NEW ZEALAND,,chpsk8@xtra.co.nz,09 4306 405,
New Zealand,028777,0632,028777,AMAZON - ALBANY,,S 273 WESTFIELD ALBANY,219 DON MCKINNON DRIVE,ALBANY,AUCKLAND,0632,NEW ZEALAND,,christine@amazonsurf.co.nz,,
New Zealand,028781,7810,028781,R & D LTD,DONNA OR REBECCA,27 WELD STREET,,HOKITIKA, ,7810,NEW ZEALAND,,r&dstreetwear@xtra.co.nz,Same as direct line,
New Zealand,028787,7872,028787,NELSON CREEK SKATEBOARDS,DAVE,2 AUSTIN ROAD,RD 1,DOBSON, ,7872,NEW ZEALAND,,info@nelsoncreek.co.nz,03 732 4434,
New Zealand,028803,.,028803,Peter Ropati Clearance Account,,13 Morningside Drive,Morningside,Auckland,.,.,New Zealand,,,,
New Zealand,028808,,028808,AMAZON LYNMALL,,SHOP 1130 LYNMALL SHOPPING CENTRE,GREAT NORTH ROAD,NEW LYNN,AUCKLAND,,NEW ZEALAND,,,09 825 0472,
New Zealand,028809,,028809,BLITZ SURF SHOP (GISBORNE) LIMITED,,300 CHILDERS ROAD,,GISBORNE,,,NEW ZEALAND,,,,
